time,hr
2019-01-15 04:13:30 +0700,48
2019-01-15 04:13:39 +0700,48
2019-01-15 04:13:43 +0700,48
2019-01-15 04:13:49 +0700,47
2019-01-15 04:13:50 +0700,48
2019-01-15 04:13:55 +0700,48
2019-01-15 04:14:01 +0700,50
2019-01-15 04:14:09 +0700,49
2019-01-15 04:14:12 +0700,48
2019-01-15 04:14:19 +0700,48
2019-01-15 04:14:20 +0700,48
2019-01-15 04:14:26 +0700,49
2019-01-15 04:14:33 +0700,50
2019-01-15 04:14:37 +0700,50
2019-01-15 04:14:41 +0700,49
2019-01-15 04:14:45 +0700,48
2019-01-15 04:14:51 +0700,49
2019-01-15 04:14:57 +0700,49
2019-01-15 04:15:04 +0700,48
2019-01-15 04:15:09 +0700,48
2019-01-15 04:15:13 +0700,48
2019-01-15 04:15:15 +0700,48
2019-01-15 04:15:24 +0700,48
2019-01-15 04:15:26 +0700,48
2019-01-15 04:15:34 +0700,47
2019-01-15 04:15:38 +0700,47
2019-01-15 04:15:40 +0700,48
2019-01-15 04:15:49 +0700,47
2019-01-15 04:15:53 +0700,48
2019-01-15 04:15:55 +0700,48
2019-01-15 04:16:03 +0700,48
2019-01-15 04:16:07 +0700,48
2019-01-15 04:16:12 +0700,48
2019-01-15 04:16:19 +0700,48
2019-01-15 04:16:20 +0700,48
2019-01-15 04:16:25 +0700,48
2019-01-15 04:16:31 +0700,48
2019-01-15 04:16:36 +0700,48
2019-01-15 04:16:41 +0700,48
2019-01-15 04:16:49 +0700,48
2019-01-15 04:16:53 +0700,48
2019-01-15 04:16:57 +0700,49
2019-01-15 04:17:04 +0700,49
2019-01-15 04:17:07 +0700,49
2019-01-15 04:17:10 +0700,49
2019-01-15 04:17:15 +0700,49
2019-01-15 04:17:22 +0700,49
2019-01-15 04:17:26 +0700,49
2019-01-15 04:17:31 +0700,49
2019-01-15 04:17:39 +0700,48
2019-01-15 04:17:43 +0700,48
2019-01-15 04:17:45 +0700,49
2019-01-15 04:17:50 +0700,48
2019-01-15 04:17:55 +0700,48
2019-01-15 04:18:00 +0700,48
2019-01-15 04:18:07 +0700,49
2019-01-15 04:18:13 +0700,49
2019-01-15 04:18:18 +0700,49
2019-01-15 04:18:22 +0700,49
2019-01-15 04:18:26 +0700,49
2019-01-15 04:18:31 +0700,48
2019-01-15 04:18:39 +0700,48
2019-01-15 04:18:44 +0700,48
2019-01-15 04:18:48 +0700,48
2019-01-15 04:18:51 +0700,48
2019-01-15 04:18:56 +0700,48
2019-01-15 04:19:00 +0700,49
2019-01-15 04:19:05 +0700,49
2019-01-15 04:19:14 +0700,48
2019-01-15 04:19:16 +0700,48
2019-01-15 04:19:22 +0700,48
2019-01-15 04:19:27 +0700,48
2019-01-15 04:19:34 +0700,48
2019-01-15 04:19:39 +0700,48
2019-01-15 04:19:44 +0700,49
2019-01-15 04:19:46 +0700,49
2019-01-15 04:19:51 +0700,48
2019-01-15 04:19:58 +0700,48
2019-01-15 04:20:00 +0700,48
2019-01-15 04:20:05 +0700,48
2019-01-15 04:20:13 +0700,48
2019-01-15 04:20:15 +0700,48
2019-01-15 04:20:22 +0700,48
2019-01-15 04:20:27 +0700,48
2019-01-15 04:20:32 +0700,49
2019-01-15 04:20:35 +0700,49
2019-01-15 04:20:43 +0700,48
2019-01-15 04:20:49 +0700,48
2019-01-15 04:20:52 +0700,48
2019-01-15 04:20:57 +0700,49
2019-01-15 04:21:04 +0700,48
2019-01-15 04:21:08 +0700,49
2019-01-15 04:21:11 +0700,49
2019-01-15 04:21:18 +0700,49
2019-01-15 04:21:23 +0700,49
2019-01-15 04:21:28 +0700,49
2019-01-15 04:21:33 +0700,49
2019-01-15 04:21:35 +0700,48
2019-01-15 04:21:44 +0700,48
2019-01-15 04:21:45 +0700,48
2019-01-15 04:21:52 +0700,48
2019-01-15 04:21:56 +0700,49
2019-01-15 04:22:00 +0700,49
2019-01-15 04:22:05 +0700,49
2019-01-15 04:22:13 +0700,49
2019-01-15 04:22:16 +0700,49
2019-01-15 04:22:20 +0700,48
2019-01-15 04:22:29 +0700,48
2019-01-15 04:22:34 +0700,48
2019-01-15 04:22:38 +0700,48
2019-01-15 04:22:44 +0700,48
2019-01-15 04:22:49 +0700,48
2019-01-15 04:22:54 +0700,48
2019-01-15 04:22:55 +0700,48
2019-01-15 04:23:01 +0700,49
2019-01-15 04:23:06 +0700,48
2019-01-15 04:23:14 +0700,48
2019-01-15 04:23:15 +0700,49
2019-01-15 04:23:22 +0700,49
2019-01-15 04:23:28 +0700,50
2019-01-15 04:23:31 +0700,49
2019-01-15 04:23:35 +0700,48
2019-01-15 04:23:44 +0700,47
2019-01-15 04:23:45 +0700,47
2019-01-15 04:23:50 +0700,46
2019-01-15 04:23:58 +0700,46
2019-01-15 04:24:00 +0700,45
2019-01-15 04:24:07 +0700,45
2019-01-15 04:24:11 +0700,45
2019-01-15 04:24:18 +0700,45
2019-01-15 04:24:23 +0700,45
2019-01-15 04:24:27 +0700,45
2019-01-15 04:24:30 +0700,46
2019-01-15 04:24:39 +0700,47
2019-01-15 04:24:43 +0700,47
2019-01-15 04:24:46 +0700,47
2019-01-15 04:24:50 +0700,47
2019-01-15 04:24:58 +0700,49
2019-01-15 04:25:00 +0700,48
2019-01-15 04:25:06 +0700,48
2019-01-15 04:25:13 +0700,48
2019-01-15 04:25:16 +0700,48
2019-01-15 04:25:22 +0700,47
2019-01-15 04:25:29 +0700,48
2019-01-15 04:25:31 +0700,48
2019-01-15 04:25:38 +0700,49
2019-01-15 04:25:43 +0700,48
2019-01-15 04:25:47 +0700,48
2019-01-15 04:25:52 +0700,48
2019-01-15 04:25:59 +0700,48
2019-01-15 04:26:03 +0700,48
2019-01-15 04:26:09 +0700,48
2019-01-15 04:26:13 +0700,48
2019-01-15 04:26:17 +0700,49
2019-01-15 04:26:21 +0700,49
2019-01-15 04:26:29 +0700,47
2019-01-15 04:26:32 +0700,48
2019-01-15 04:26:37 +0700,48
2019-01-15 04:26:44 +0700,48
2019-01-15 04:26:48 +0700,49
2019-01-15 04:26:53 +0700,49
2019-01-15 04:26:59 +0700,51
2019-01-15 04:27:04 +0700,50
2019-01-15 04:27:09 +0700,50
2019-01-15 04:27:10 +0700,49
2019-01-15 04:27:17 +0700,48
2019-01-15 04:27:20 +0700,48
2019-01-15 04:27:26 +0700,48
2019-01-15 04:27:32 +0700,49
2019-01-15 04:27:37 +0700,49
2019-01-15 04:27:42 +0700,48
2019-01-15 04:27:47 +0700,49
2019-01-15 04:27:50 +0700,49
2019-01-15 04:27:59 +0700,47
2019-01-15 04:28:03 +0700,48
2019-01-15 04:28:07 +0700,48
2019-01-15 04:28:12 +0700,48
2019-01-15 04:28:19 +0700,49
2019-01-15 04:28:20 +0700,49
2019-01-15 04:28:29 +0700,50
2019-01-15 04:28:32 +0700,49
2019-01-15 04:28:38 +0700,49
2019-01-15 04:28:41 +0700,49
2019-01-15 04:28:48 +0700,49
2019-01-15 04:28:50 +0700,49
2019-01-15 04:28:58 +0700,49
2019-01-15 04:29:01 +0700,49
2019-01-15 04:29:06 +0700,49
2019-01-15 04:29:10 +0700,48
2019-01-15 04:29:18 +0700,48
2019-01-15 04:29:20 +0700,48
2019-01-15 04:29:26 +0700,49
2019-01-15 04:29:31 +0700,49
2019-01-15 04:29:39 +0700,49
2019-01-15 04:29:44 +0700,49
2019-01-15 04:29:48 +0700,49
2019-01-15 04:29:51 +0700,49
2019-01-15 04:29:57 +0700,49
2019-01-15 04:30:00 +0700,49
2019-01-15 04:30:06 +0700,49
2019-01-15 04:30:14 +0700,51
2019-01-15 04:30:15 +0700,51
2019-01-15 04:30:21 +0700,51
2019-01-15 04:30:29 +0700,51
2019-01-15 04:30:33 +0700,51
2019-01-15 04:30:35 +0700,50
2019-01-15 04:30:40 +0700,50
2019-01-15 04:30:46 +0700,49
2019-01-15 04:30:52 +0700,49
2019-01-15 04:30:57 +0700,49
2019-01-15 04:31:04 +0700,50
2019-01-15 04:31:09 +0700,50
2019-01-15 04:31:12 +0700,50
2019-01-15 04:31:16 +0700,50
2019-01-15 04:31:23 +0700,50
2019-01-15 04:31:29 +0700,49
2019-01-15 04:31:32 +0700,50
2019-01-15 04:31:37 +0700,50
2019-01-15 04:31:40 +0700,51
2019-01-15 04:31:47 +0700,51
2019-01-15 04:31:53 +0700,50
2019-01-15 04:31:56 +0700,50
2019-01-15 04:32:04 +0700,50
2019-01-15 04:32:05 +0700,49
2019-01-15 04:32:10 +0700,50
2019-01-15 04:32:19 +0700,51
2019-01-15 04:32:23 +0700,51
2019-01-15 04:32:27 +0700,51
2019-01-15 04:32:30 +0700,51
2019-01-15 04:32:36 +0700,51
2019-01-15 04:32:40 +0700,50
2019-01-15 04:32:49 +0700,49
2019-01-15 04:32:54 +0700,49
2019-01-15 04:32:57 +0700,49
2019-01-15 04:33:04 +0700,49
2019-01-15 04:33:09 +0700,50
2019-01-15 04:33:13 +0700,50
2019-01-15 04:33:19 +0700,50
2019-01-15 04:33:23 +0700,50
2019-01-15 04:33:29 +0700,50
2019-01-15 04:33:30 +0700,50
2019-01-15 04:33:38 +0700,50
2019-01-15 04:33:42 +0700,50
2019-01-15 04:33:48 +0700,50
2019-01-15 04:33:53 +0700,49
2019-01-15 04:33:58 +0700,49
2019-01-15 04:34:01 +0700,49
2019-01-15 04:34:05 +0700,49
2019-01-15 04:34:14 +0700,50
2019-01-15 04:34:19 +0700,51
2019-01-15 04:34:22 +0700,51
2019-01-15 04:34:25 +0700,51
2019-01-15 04:34:34 +0700,51
2019-01-15 04:34:35 +0700,50
2019-01-15 04:34:42 +0700,50
2019-01-15 04:34:45 +0700,50
2019-01-15 04:34:54 +0700,49
2019-01-15 04:34:58 +0700,50
2019-01-15 04:35:02 +0700,50
2019-01-15 04:35:06 +0700,50
2019-01-15 04:35:14 +0700,50
2019-01-15 04:35:17 +0700,49
2019-01-15 04:35:23 +0700,49
2019-01-15 04:35:25 +0700,50
2019-01-15 04:35:33 +0700,51
2019-01-15 04:35:35 +0700,51
2019-01-15 04:35:41 +0700,51
2019-01-15 04:35:49 +0700,49
2019-01-15 04:35:54 +0700,49
2019-01-15 04:35:57 +0700,49
2019-01-15 04:36:04 +0700,50
2019-01-15 04:36:09 +0700,50
2019-01-15 04:36:14 +0700,49
2019-01-15 04:36:18 +0700,49
2019-01-15 04:36:23 +0700,50
2019-01-15 04:36:29 +0700,50
2019-01-15 04:36:34 +0700,50
2019-01-15 04:36:35 +0700,50
2019-01-15 04:36:43 +0700,49
2019-01-15 04:36:46 +0700,49
2019-01-15 04:36:52 +0700,49
2019-01-15 04:36:55 +0700,49
2019-01-15 04:37:00 +0700,50
2019-01-15 04:37:09 +0700,76
2019-01-15 04:37:12 +0700,76
2019-01-15 04:37:15 +0700,77
2019-01-15 04:37:24 +0700,69
2019-01-15 04:37:25 +0700,68
2019-01-15 04:37:34 +0700,58
2019-01-15 04:37:36 +0700,59
2019-01-15 04:37:44 +0700,55
2019-01-15 04:37:48 +0700,54
2019-01-15 04:37:51 +0700,53
2019-01-15 04:37:59 +0700,50
2019-01-15 04:38:03 +0700,50
2019-01-15 04:38:08 +0700,50
2019-01-15 04:38:14 +0700,50
2019-01-15 04:38:15 +0700,51
2019-01-15 04:38:22 +0700,52
2019-01-15 04:38:26 +0700,51
2019-01-15 04:38:31 +0700,51
2019-01-15 04:38:39 +0700,51
2019-01-15 04:38:41 +0700,50
2019-01-15 04:38:45 +0700,51
2019-01-15 04:38:54 +0700,54
2019-01-15 04:38:58 +0700,53
2019-01-15 04:39:01 +0700,53
2019-01-15 04:39:07 +0700,52
2019-01-15 04:39:11 +0700,53
2019-01-15 04:39:15 +0700,53
2019-01-15 04:39:22 +0700,51
2019-01-15 04:39:26 +0700,49
2019-01-15 04:39:32 +0700,49
2019-01-15 04:39:37 +0700,49
2019-01-15 04:39:43 +0700,50
2019-01-15 04:39:45 +0700,50
2019-01-15 04:39:54 +0700,52
2019-01-15 04:39:58 +0700,50
2019-01-15 04:40:04 +0700,50
2019-01-15 04:40:07 +0700,50
2019-01-15 04:40:11 +0700,50
2019-01-15 04:40:19 +0700,51
2019-01-15 04:40:24 +0700,52
2019-01-15 04:40:28 +0700,51
2019-01-15 04:40:33 +0700,50
2019-01-15 04:40:36 +0700,50
2019-01-15 04:40:43 +0700,50
2019-01-15 04:40:46 +0700,50
2019-01-15 04:40:54 +0700,50
2019-01-15 04:40:59 +0700,51
2019-01-15 04:41:02 +0700,51
2019-01-15 04:41:09 +0700,50
2019-01-15 04:41:12 +0700,49
2019-01-15 04:41:15 +0700,50
2019-01-15 04:41:20 +0700,50
2019-01-15 04:41:25 +0700,50
2019-01-15 04:41:34 +0700,50
2019-01-15 04:41:35 +0700,50
2019-01-15 04:41:40 +0700,50
2019-01-15 04:41:48 +0700,51
2019-01-15 04:41:50 +0700,51
2019-01-15 04:41:57 +0700,51
2019-01-15 04:42:00 +0700,51
2019-01-15 04:42:09 +0700,49
2019-01-15 04:42:10 +0700,49
2019-01-15 04:42:18 +0700,50
2019-01-15 04:42:21 +0700,50
2019-01-15 04:42:25 +0700,50
2019-01-15 04:42:33 +0700,51
2019-01-15 04:42:39 +0700,51
2019-01-15 04:42:44 +0700,51
2019-01-15 04:42:47 +0700,51
2019-01-15 04:42:51 +0700,50
2019-01-15 04:42:59 +0700,50
2019-01-15 04:43:02 +0700,50
2019-01-15 04:43:05 +0700,50
2019-01-15 04:43:12 +0700,52
2019-01-15 04:43:16 +0700,51
2019-01-15 04:43:20 +0700,51
2019-01-15 04:43:26 +0700,50
2019-01-15 04:43:34 +0700,50
2019-01-15 04:43:39 +0700,50
2019-01-15 04:43:44 +0700,50
2019-01-15 04:43:47 +0700,50
2019-01-15 04:43:53 +0700,50
2019-01-15 04:43:58 +0700,52
2019-01-15 04:44:00 +0700,51
2019-01-15 04:44:08 +0700,50
2019-01-15 04:44:10 +0700,49
2019-01-15 04:44:19 +0700,49
2019-01-15 04:44:20 +0700,49
2019-01-15 04:44:29 +0700,49
2019-01-15 04:44:34 +0700,48
2019-01-15 04:44:38 +0700,49
2019-01-15 04:44:43 +0700,49
2019-01-15 04:44:47 +0700,49
2019-01-15 04:44:51 +0700,50
2019-01-15 04:44:56 +0700,50
2019-01-15 04:45:02 +0700,48
2019-01-15 04:45:09 +0700,48
2019-01-15 04:45:11 +0700,48
2019-01-15 04:45:15 +0700,49
2019-01-15 04:45:23 +0700,51
2019-01-15 04:45:29 +0700,48
2019-01-15 04:45:34 +0700,47
2019-01-15 04:45:39 +0700,47
2019-01-15 04:45:40 +0700,47
2019-01-15 04:45:48 +0700,49
2019-01-15 04:45:53 +0700,50
2019-01-15 04:45:56 +0700,50
2019-01-15 04:46:03 +0700,50
2019-01-15 04:46:05 +0700,50
2019-01-15 04:46:14 +0700,50
2019-01-15 04:46:18 +0700,49
2019-01-15 04:46:24 +0700,49
2019-01-15 04:46:29 +0700,49
2019-01-15 04:46:30 +0700,49
2019-01-15 04:46:38 +0700,49
2019-01-15 04:46:42 +0700,49
2019-01-15 04:46:47 +0700,49
2019-01-15 04:46:51 +0700,50
2019-01-15 04:46:55 +0700,50
2019-01-15 04:47:00 +0700,49
2019-01-15 04:47:05 +0700,50
2019-01-15 04:47:13 +0700,50
2019-01-15 04:47:15 +0700,50
2019-01-15 04:47:24 +0700,50
2019-01-15 04:47:26 +0700,49
2019-01-15 04:47:30 +0700,50
2019-01-15 04:47:37 +0700,50
2019-01-15 04:47:43 +0700,50
2019-01-15 04:47:45 +0700,50
2019-01-15 04:47:51 +0700,50
2019-01-15 04:47:56 +0700,50
2019-01-15 04:48:00 +0700,50
2019-01-15 04:48:09 +0700,50
2019-01-15 04:48:10 +0700,51
2019-01-15 04:48:17 +0700,51
2019-01-15 04:48:24 +0700,49
2019-01-15 04:48:28 +0700,50
2019-01-15 04:48:34 +0700,50
2019-01-15 04:48:39 +0700,50
2019-01-15 04:48:44 +0700,49
2019-01-15 04:48:49 +0700,48
2019-01-15 04:48:54 +0700,48
2019-01-15 04:48:59 +0700,48
2019-01-15 04:49:02 +0700,49
2019-01-15 04:49:09 +0700,49
2019-01-15 04:49:14 +0700,50
2019-01-15 04:49:15 +0700,49
2019-01-15 04:49:22 +0700,49
2019-01-15 04:49:25 +0700,49
2019-01-15 04:49:30 +0700,50
2019-01-15 04:49:35 +0700,50
2019-01-15 04:49:43 +0700,49
2019-01-15 04:49:49 +0700,50
2019-01-15 04:49:53 +0700,50
2019-01-15 04:49:58 +0700,50
2019-01-15 04:50:04 +0700,50
2019-01-15 04:50:05 +0700,50
2019-01-15 04:50:11 +0700,50
2019-01-15 04:50:18 +0700,50
2019-01-15 04:50:21 +0700,50
2019-01-15 04:50:25 +0700,50
2019-01-15 04:50:31 +0700,50
2019-01-15 04:50:35 +0700,50
2019-01-15 04:50:43 +0700,50
2019-01-15 04:50:47 +0700,50
2019-01-15 04:50:54 +0700,50
2019-01-15 04:50:59 +0700,50
2019-01-15 04:51:01 +0700,50
2019-01-15 04:51:05 +0700,50
2019-01-15 04:51:12 +0700,50
2019-01-15 04:51:15 +0700,51
2019-01-15 04:51:24 +0700,52
2019-01-15 04:51:29 +0700,50
2019-01-15 04:51:34 +0700,50
2019-01-15 04:51:37 +0700,50
2019-01-15 04:51:42 +0700,49
2019-01-15 04:51:49 +0700,49
2019-01-15 04:51:54 +0700,49
2019-01-15 04:51:55 +0700,50
2019-01-15 04:52:01 +0700,50
2019-01-15 04:52:08 +0700,50
2019-01-15 04:52:11 +0700,50
2019-01-15 04:52:18 +0700,50
2019-01-15 04:52:20 +0700,51
2019-01-15 04:52:26 +0700,51
2019-01-15 04:52:33 +0700,49
2019-01-15 04:52:38 +0700,48
2019-01-15 04:52:44 +0700,48
2019-01-15 04:52:45 +0700,48
2019-01-15 04:52:53 +0700,49
2019-01-15 04:52:57 +0700,49
2019-01-15 04:53:02 +0700,49
2019-01-15 04:53:05 +0700,50
2019-01-15 04:53:14 +0700,52
2019-01-15 04:53:15 +0700,51
2019-01-15 04:53:24 +0700,50
2019-01-15 04:53:29 +0700,51
2019-01-15 04:53:30 +0700,51
2019-01-15 04:53:35 +0700,51
2019-01-15 04:53:44 +0700,49
2019-01-15 04:53:47 +0700,50
2019-01-15 04:53:50 +0700,50
2019-01-15 04:53:59 +0700,50
2019-01-15 04:54:01 +0700,50
2019-01-15 04:54:06 +0700,50
2019-01-15 04:54:14 +0700,50
2019-01-15 04:54:15 +0700,50
2019-01-15 04:54:23 +0700,51
2019-01-15 04:54:26 +0700,51
2019-01-15 04:54:34 +0700,51
2019-01-15 04:54:35 +0700,51
2019-01-15 04:54:42 +0700,51
2019-01-15 04:54:46 +0700,51
2019-01-15 04:54:54 +0700,51
2019-01-15 04:54:59 +0700,50
2019-01-15 04:55:00 +0700,50
2019-01-15 04:55:07 +0700,49
2019-01-15 04:55:12 +0700,49
2019-01-15 04:55:17 +0700,49
2019-01-15 04:55:21 +0700,50
2019-01-15 04:55:28 +0700,50
2019-01-15 04:55:31 +0700,51
2019-01-15 04:55:37 +0700,50
2019-01-15 04:55:40 +0700,50
2019-01-15 04:55:47 +0700,50
2019-01-15 04:55:50 +0700,50
2019-01-15 04:55:58 +0700,50
2019-01-15 04:56:04 +0700,50
2019-01-15 04:56:09 +0700,50
2019-01-15 04:56:14 +0700,51
2019-01-15 04:56:15 +0700,51
2019-01-15 04:56:22 +0700,50
2019-01-15 04:56:29 +0700,50
2019-01-15 04:56:30 +0700,50
2019-01-15 04:56:39 +0700,49
2019-01-15 04:56:43 +0700,50
2019-01-15 04:56:48 +0700,50
2019-01-15 04:56:53 +0700,51
2019-01-15 04:56:59 +0700,51
2019-01-15 04:57:03 +0700,51
2019-01-15 04:57:05 +0700,51
2019-01-15 04:57:12 +0700,51
2019-01-15 04:57:15 +0700,51
2019-01-15 04:57:22 +0700,51
2019-01-15 04:57:27 +0700,51
2019-01-15 04:57:33 +0700,52
2019-01-15 04:57:39 +0700,50
2019-01-15 04:57:44 +0700,50
2019-01-15 04:57:48 +0700,51
2019-01-15 04:57:54 +0700,52
2019-01-15 04:57:57 +0700,51
2019-01-15 04:58:00 +0700,52
2019-01-15 04:58:09 +0700,52
2019-01-15 04:58:12 +0700,52
2019-01-15 04:58:18 +0700,51
2019-01-15 04:58:22 +0700,51
2019-01-15 04:58:29 +0700,50
2019-01-15 04:58:30 +0700,50
2019-01-15 04:58:36 +0700,50
2019-01-15 04:58:40 +0700,50
2019-01-15 04:58:49 +0700,50
2019-01-15 04:58:50 +0700,50
2019-01-15 04:58:57 +0700,51
2019-01-15 04:59:04 +0700,51
2019-01-15 04:59:07 +0700,52
2019-01-15 04:59:10 +0700,51
2019-01-15 04:59:19 +0700,51
2019-01-15 04:59:20 +0700,50
2019-01-15 04:59:29 +0700,51
2019-01-15 04:59:32 +0700,52
2019-01-15 04:59:39 +0700,50
2019-01-15 04:59:41 +0700,50
2019-01-15 04:59:49 +0700,51
2019-01-15 04:59:52 +0700,51
2019-01-15 04:59:59 +0700,51
2019-01-15 05:00:00 +0700,50
2019-01-15 05:00:09 +0700,51
2019-01-15 05:00:13 +0700,51
2019-01-15 05:00:15 +0700,52
2019-01-15 05:00:24 +0700,52
2019-01-15 05:00:27 +0700,51
2019-01-15 05:00:32 +0700,51
2019-01-15 05:00:36 +0700,52
2019-01-15 05:00:40 +0700,51
2019-01-15 05:00:49 +0700,50
2019-01-15 05:00:50 +0700,50
2019-01-15 05:00:59 +0700,49
2019-01-15 05:01:04 +0700,50
2019-01-15 05:01:08 +0700,50
2019-01-15 05:01:13 +0700,50
2019-01-15 05:01:17 +0700,50
2019-01-15 05:01:22 +0700,51
2019-01-15 05:01:27 +0700,51
2019-01-15 05:01:33 +0700,51
2019-01-15 05:01:37 +0700,51
2019-01-15 05:01:42 +0700,51
2019-01-15 05:01:49 +0700,51
2019-01-15 05:01:50 +0700,51
2019-01-15 05:01:57 +0700,51
2019-01-15 05:02:00 +0700,52
2019-01-15 05:02:09 +0700,51
2019-01-15 05:02:14 +0700,51
2019-01-15 05:02:15 +0700,51
2019-01-15 05:02:22 +0700,50
2019-01-15 05:02:28 +0700,51
2019-01-15 05:02:30 +0700,51
2019-01-15 05:02:37 +0700,51
2019-01-15 05:02:40 +0700,51
2019-01-15 05:02:46 +0700,51
2019-01-15 05:02:51 +0700,51
2019-01-15 05:02:57 +0700,50
2019-01-15 05:03:04 +0700,50
2019-01-15 05:03:05 +0700,50
2019-01-15 05:03:14 +0700,50
2019-01-15 05:03:17 +0700,50
2019-01-15 05:03:24 +0700,50
2019-01-15 05:03:29 +0700,50
2019-01-15 05:03:34 +0700,50
2019-01-15 05:03:39 +0700,50
2019-01-15 05:03:40 +0700,50
2019-01-15 05:03:46 +0700,50
2019-01-15 05:03:52 +0700,50
2019-01-15 05:03:55 +0700,51
2019-01-15 05:04:04 +0700,51
2019-01-15 05:04:07 +0700,51
2019-01-15 05:04:10 +0700,51
2019-01-15 05:04:17 +0700,50
2019-01-15 05:04:23 +0700,50
2019-01-15 05:04:25 +0700,50
2019-01-15 05:04:32 +0700,50
2019-01-15 05:04:36 +0700,50
2019-01-15 05:04:44 +0700,51
2019-01-15 05:04:48 +0700,52
2019-01-15 05:04:50 +0700,51
2019-01-15 05:04:55 +0700,51
2019-01-15 05:05:00 +0700,52
2019-01-15 05:05:05 +0700,56
2019-01-15 05:05:13 +0700,69
2019-01-15 05:05:19 +0700,61
2019-01-15 05:05:24 +0700,57
2019-01-15 05:05:29 +0700,54
2019-01-15 05:05:34 +0700,53
2019-01-15 05:05:39 +0700,53
2019-01-15 05:05:40 +0700,53
2019-01-15 05:05:48 +0700,68
2019-01-15 05:05:54 +0700,70
2019-01-15 05:05:56 +0700,72
2019-01-15 05:06:03 +0700,76
2019-01-15 05:06:06 +0700,76
2019-01-15 05:06:10 +0700,72
2019-01-15 05:06:19 +0700,60
2019-01-15 05:06:24 +0700,57
2019-01-15 05:06:27 +0700,55
2019-01-15 05:06:32 +0700,54
2019-01-15 05:06:39 +0700,65
2019-01-15 05:06:44 +0700,66
2019-01-15 05:06:45 +0700,66
2019-01-15 05:06:50 +0700,63
2019-01-15 05:06:59 +0700,54
2019-01-15 05:07:04 +0700,52
2019-01-15 05:07:08 +0700,52
2019-01-15 05:07:14 +0700,51
2019-01-15 05:07:19 +0700,51
2019-01-15 05:07:22 +0700,52
2019-01-15 05:07:25 +0700,52
2019-01-15 05:07:31 +0700,52
2019-01-15 05:07:35 +0700,53
2019-01-15 05:07:40 +0700,55
2019-01-15 05:07:49 +0700,66
2019-01-15 05:07:54 +0700,70
2019-01-15 05:07:55 +0700,72
2019-01-15 05:08:03 +0700,74
2019-01-15 05:08:05 +0700,73
2019-01-15 05:08:10 +0700,65
2019-01-15 05:08:19 +0700,58
2019-01-15 05:08:21 +0700,58
2019-01-15 05:08:29 +0700,53
2019-01-15 05:08:34 +0700,52
2019-01-15 05:08:39 +0700,52
2019-01-15 05:08:44 +0700,52
2019-01-15 05:08:46 +0700,52
2019-01-15 05:08:50 +0700,53
2019-01-15 05:08:55 +0700,58
2019-01-15 05:09:04 +0700,53
2019-01-15 05:09:09 +0700,52
2019-01-15 05:09:14 +0700,52
2019-01-15 05:09:16 +0700,52
2019-01-15 05:09:21 +0700,54
2019-01-15 05:09:25 +0700,55
2019-01-15 05:09:34 +0700,52
2019-01-15 05:09:39 +0700,52
2019-01-15 05:09:42 +0700,53
2019-01-15 05:09:45 +0700,53
2019-01-15 05:09:50 +0700,54
2019-01-15 05:09:58 +0700,57
2019-01-15 05:10:02 +0700,56
2019-01-15 05:10:09 +0700,52
2019-01-15 05:10:14 +0700,52
2019-01-15 05:10:17 +0700,52
2019-01-15 05:10:22 +0700,53
2019-01-15 05:10:25 +0700,56
2019-01-15 05:10:34 +0700,66
2019-01-15 05:10:35 +0700,66
2019-01-15 05:10:44 +0700,57
2019-01-15 05:10:49 +0700,54
2019-01-15 05:10:54 +0700,53
2019-01-15 05:10:56 +0700,53
2019-01-15 05:11:01 +0700,55
2019-01-15 05:11:08 +0700,53
2019-01-15 05:11:14 +0700,52
2019-01-15 05:11:15 +0700,52
2019-01-15 05:11:20 +0700,53
2019-01-15 05:11:27 +0700,54
2019-01-15 05:11:34 +0700,51
2019-01-15 05:11:38 +0700,51
2019-01-15 05:11:40 +0700,51
2019-01-15 05:11:45 +0700,54
2019-01-15 05:11:50 +0700,55
2019-01-15 05:11:59 +0700,51
2019-01-15 05:12:04 +0700,51
2019-01-15 05:12:05 +0700,52
2019-01-15 05:12:10 +0700,54
2019-01-15 05:12:15 +0700,55
2019-01-15 05:12:24 +0700,52
2019-01-15 05:12:27 +0700,52
2019-01-15 05:12:31 +0700,53
2019-01-15 05:12:36 +0700,53
2019-01-15 05:12:40 +0700,55
2019-01-15 05:12:47 +0700,66
2019-01-15 05:12:54 +0700,73
2019-01-15 05:12:56 +0700,72
2019-01-15 05:13:00 +0700,69
2019-01-15 05:13:09 +0700,58
2019-01-15 05:13:14 +0700,58
2019-01-15 05:13:15 +0700,58
2019-01-15 05:13:24 +0700,52
2019-01-15 05:13:28 +0700,51
2019-01-15 05:13:32 +0700,52
2019-01-15 05:13:35 +0700,54
2019-01-15 05:13:43 +0700,61
2019-01-15 05:13:45 +0700,59
2019-01-15 05:13:54 +0700,53
2019-01-15 05:13:59 +0700,51
2019-01-15 05:14:02 +0700,51
2019-01-15 05:14:06 +0700,53
2019-01-15 05:14:12 +0700,55
2019-01-15 05:14:19 +0700,52
2019-01-15 05:14:24 +0700,52
2019-01-15 05:14:29 +0700,54
2019-01-15 05:14:30 +0700,54
2019-01-15 05:14:37 +0700,58
2019-01-15 05:14:40 +0700,58
2019-01-15 05:14:49 +0700,51
