time,hr
2019-01-15 05:14:54 +0700,51
2019-01-15 05:14:56 +0700,51
2019-01-15 05:15:00 +0700,53
2019-01-15 05:15:09 +0700,54
2019-01-15 05:15:14 +0700,52
2019-01-15 05:15:18 +0700,53
2019-01-15 05:15:22 +0700,53
2019-01-15 05:15:29 +0700,50
2019-01-15 05:15:32 +0700,50
2019-01-15 05:15:38 +0700,51
2019-01-15 05:15:40 +0700,51
2019-01-15 05:15:49 +0700,53
2019-01-15 05:15:51 +0700,54
2019-01-15 05:15:55 +0700,54
2019-01-15 05:16:01 +0700,57
2019-01-15 05:16:09 +0700,62
2019-01-15 05:16:12 +0700,62
2019-01-15 05:16:15 +0700,60
2019-01-15 05:16:23 +0700,57
2019-01-15 05:16:25 +0700,58
2019-01-15 05:16:33 +0700,68
2019-01-15 05:16:35 +0700,69
2019-01-15 05:16:44 +0700,74
2019-01-15 05:16:49 +0700,73
2019-01-15 05:16:52 +0700,69
2019-01-15 05:16:59 +0700,59
2019-01-15 05:17:04 +0700,57
2019-01-15 05:17:09 +0700,55
2019-01-15 05:17:14 +0700,54
2019-01-15 05:17:17 +0700,55
2019-01-15 05:17:24 +0700,56
2019-01-15 05:17:29 +0700,56
2019-01-15 05:17:32 +0700,55
2019-01-15 05:17:35 +0700,55
2019-01-15 05:17:40 +0700,56
2019-01-15 05:17:48 +0700,56
2019-01-15 05:17:50 +0700,57
2019-01-15 05:17:59 +0700,58
2019-01-15 05:18:02 +0700,58
2019-01-15 05:18:07 +0700,58
2019-01-15 05:18:14 +0700,56
2019-01-15 05:18:19 +0700,56
2019-01-15 05:18:20 +0700,57
2019-01-15 05:18:26 +0700,59
2019-01-15 05:18:34 +0700,63
2019-01-15 05:18:35 +0700,63
2019-01-15 05:18:44 +0700,63
2019-01-15 05:18:45 +0700,63
2019-01-15 05:18:50 +0700,62
2019-01-15 05:18:58 +0700,57
2019-01-15 05:19:04 +0700,56
2019-01-15 05:19:08 +0700,56
2019-01-15 05:19:14 +0700,56
2019-01-15 05:19:17 +0700,56
2019-01-15 05:19:24 +0700,59
2019-01-15 05:19:26 +0700,59
2019-01-15 05:19:32 +0700,60
2019-01-15 05:19:37 +0700,61
2019-01-15 05:19:40 +0700,62
2019-01-15 05:19:45 +0700,63
2019-01-15 05:19:54 +0700,57
2019-01-15 05:19:59 +0700,56
2019-01-15 05:20:04 +0700,56
2019-01-15 05:20:09 +0700,57
2019-01-15 05:20:11 +0700,57
2019-01-15 05:20:19 +0700,59
2019-01-15 05:20:22 +0700,59
2019-01-15 05:20:25 +0700,58
2019-01-15 05:20:34 +0700,56
2019-01-15 05:20:37 +0700,56
2019-01-15 05:20:44 +0700,57
2019-01-15 05:20:48 +0700,58
2019-01-15 05:20:52 +0700,59
2019-01-15 05:20:59 +0700,58
2019-01-15 05:21:04 +0700,58
2019-01-15 05:21:07 +0700,57
2019-01-15 05:21:11 +0700,58
2019-01-15 05:21:15 +0700,58
2019-01-15 05:21:24 +0700,57
2019-01-15 05:21:28 +0700,58
2019-01-15 05:21:34 +0700,58
2019-01-15 05:21:36 +0700,58
2019-01-15 05:21:40 +0700,59
2019-01-15 05:21:47 +0700,59
2019-01-15 05:21:50 +0700,59
2019-01-15 05:21:58 +0700,59
2019-01-15 05:22:01 +0700,59
2019-01-15 05:22:09 +0700,58
2019-01-15 05:22:13 +0700,57
2019-01-15 05:22:15 +0700,57
2019-01-15 05:22:23 +0700,55
2019-01-15 05:22:29 +0700,54
2019-01-15 05:22:34 +0700,54
2019-01-15 05:22:35 +0700,54
2019-01-15 05:22:42 +0700,56
2019-01-15 05:22:49 +0700,56
2019-01-15 05:22:51 +0700,56
2019-01-15 05:22:58 +0700,56
2019-01-15 05:23:00 +0700,57
2019-01-15 05:23:07 +0700,61
2019-01-15 05:23:11 +0700,62
2019-01-15 05:23:19 +0700,58
2019-01-15 05:23:24 +0700,58
2019-01-15 05:23:25 +0700,59
2019-01-15 05:23:34 +0700,59
2019-01-15 05:23:35 +0700,60
2019-01-15 05:23:42 +0700,60
2019-01-15 05:23:46 +0700,59
2019-01-15 05:23:54 +0700,57
2019-01-15 05:23:58 +0700,56
2019-01-15 05:24:01 +0700,55
2019-01-15 05:24:09 +0700,53
2019-01-15 05:24:14 +0700,53
2019-01-15 05:24:19 +0700,53
2019-01-15 05:24:22 +0700,54
2019-01-15 05:24:29 +0700,53
2019-01-15 05:24:32 +0700,54
2019-01-15 05:24:38 +0700,54
2019-01-15 05:24:41 +0700,54
2019-01-15 05:24:47 +0700,53
2019-01-15 05:24:51 +0700,54
2019-01-15 05:24:56 +0700,55
2019-01-15 05:25:03 +0700,54
2019-01-15 05:25:05 +0700,55
2019-01-15 05:25:11 +0700,58
2019-01-15 05:25:18 +0700,59
2019-01-15 05:25:24 +0700,59
2019-01-15 05:25:26 +0700,59
2019-01-15 05:25:30 +0700,59
2019-01-15 05:25:35 +0700,61
2019-01-15 05:25:40 +0700,58
2019-01-15 05:25:49 +0700,53
2019-01-15 05:25:54 +0700,54
2019-01-15 05:25:55 +0700,54
2019-01-15 05:26:03 +0700,56
2019-01-15 05:26:06 +0700,57
2019-01-15 05:26:10 +0700,58
2019-01-15 05:26:15 +0700,57
2019-01-15 05:26:24 +0700,53
2019-01-15 05:26:29 +0700,53
2019-01-15 05:26:34 +0700,53
2019-01-15 05:26:36 +0700,54
2019-01-15 05:26:44 +0700,54
2019-01-15 05:26:45 +0700,54
2019-01-15 05:26:53 +0700,57
2019-01-15 05:26:57 +0700,58
2019-01-15 05:27:04 +0700,58
2019-01-15 05:27:05 +0700,58
2019-01-15 05:27:14 +0700,56
2019-01-15 05:27:18 +0700,56
2019-01-15 05:27:24 +0700,56
2019-01-15 05:27:25 +0700,55
2019-01-15 05:27:34 +0700,53
2019-01-15 05:27:39 +0700,53
2019-01-15 05:27:44 +0700,53
2019-01-15 05:27:45 +0700,53
2019-01-15 05:27:52 +0700,53
2019-01-15 05:27:56 +0700,54
2019-01-15 05:28:00 +0700,53
2019-01-15 05:28:09 +0700,52
2019-01-15 05:28:11 +0700,53
2019-01-15 05:28:15 +0700,53
2019-01-15 05:28:24 +0700,56
2019-01-15 05:28:26 +0700,56
2019-01-15 05:28:33 +0700,56
2019-01-15 05:28:38 +0700,58
2019-01-15 05:28:41 +0700,58
2019-01-15 05:28:46 +0700,58
2019-01-15 05:28:52 +0700,60
2019-01-15 05:28:59 +0700,61
2019-01-15 05:29:01 +0700,61
2019-01-15 05:29:09 +0700,58
2019-01-15 05:29:10 +0700,58
2019-01-15 05:29:19 +0700,57
2019-01-15 05:29:24 +0700,56
2019-01-15 05:29:28 +0700,56
2019-01-15 05:29:34 +0700,56
2019-01-15 05:29:37 +0700,57
2019-01-15 05:29:40 +0700,57
2019-01-15 05:29:49 +0700,54
2019-01-15 05:29:50 +0700,54
2019-01-15 05:29:59 +0700,53
2019-01-15 05:30:04 +0700,53
2019-01-15 05:30:08 +0700,53
2019-01-15 05:30:10 +0700,54
2019-01-15 05:30:19 +0700,56
2019-01-15 05:30:20 +0700,57
2019-01-15 05:30:27 +0700,58
2019-01-15 05:30:33 +0700,59
2019-01-15 05:30:35 +0700,58
2019-01-15 05:30:44 +0700,55
2019-01-15 05:30:48 +0700,56
2019-01-15 05:30:52 +0700,56
2019-01-15 05:30:55 +0700,57
2019-01-15 05:31:03 +0700,58
2019-01-15 05:31:05 +0700,57
2019-01-15 05:31:11 +0700,57
2019-01-15 05:31:15 +0700,55
2019-01-15 05:31:24 +0700,54
2019-01-15 05:31:28 +0700,55
2019-01-15 05:31:32 +0700,55
2019-01-15 05:31:39 +0700,56
2019-01-15 05:31:40 +0700,56
2019-01-15 05:31:46 +0700,56
2019-01-15 05:31:53 +0700,55
2019-01-15 05:31:56 +0700,55
2019-01-15 05:32:03 +0700,57
2019-01-15 05:32:06 +0700,57
2019-01-15 05:32:13 +0700,56
2019-01-15 05:32:16 +0700,56
2019-01-15 05:32:20 +0700,57
2019-01-15 05:32:26 +0700,58
2019-01-15 05:32:30 +0700,56
2019-01-15 05:32:39 +0700,52
2019-01-15 05:32:44 +0700,52
2019-01-15 05:32:49 +0700,52
2019-01-15 05:32:52 +0700,51
2019-01-15 05:32:59 +0700,53
2019-01-15 05:33:00 +0700,53
2019-01-15 05:33:05 +0700,53
2019-01-15 05:33:14 +0700,55
2019-01-15 05:33:15 +0700,55
2019-01-15 05:33:24 +0700,55
2019-01-15 05:33:25 +0700,55
2019-01-15 05:33:31 +0700,56
2019-01-15 05:33:39 +0700,52
2019-01-15 05:33:44 +0700,52
2019-01-15 05:33:49 +0700,53
2019-01-15 05:33:54 +0700,54
2019-01-15 05:33:55 +0700,54
2019-01-15 05:34:00 +0700,53
2019-01-15 05:34:09 +0700,53
2019-01-15 05:34:12 +0700,54
2019-01-15 05:34:17 +0700,53
2019-01-15 05:34:21 +0700,53
2019-01-15 05:34:26 +0700,53
2019-01-15 05:34:30 +0700,53
2019-01-15 05:34:35 +0700,57
2019-01-15 05:34:43 +0700,54
2019-01-15 05:34:49 +0700,52
2019-01-15 05:34:54 +0700,51
2019-01-15 05:34:57 +0700,52
2019-01-15 05:35:04 +0700,52
2019-01-15 05:35:05 +0700,53
2019-01-15 05:35:11 +0700,53
2019-01-15 05:35:18 +0700,54
2019-01-15 05:35:20 +0700,54
2019-01-15 05:35:27 +0700,55
2019-01-15 05:35:32 +0700,55
2019-01-15 05:35:39 +0700,56
2019-01-15 05:35:41 +0700,56
2019-01-15 05:35:48 +0700,56
2019-01-15 05:35:54 +0700,56
2019-01-15 05:35:57 +0700,55
2019-01-15 05:36:04 +0700,56
2019-01-15 05:36:06 +0700,56
2019-01-15 05:36:10 +0700,55
2019-01-15 05:36:16 +0700,55
2019-01-15 05:36:21 +0700,54
2019-01-15 05:36:25 +0700,55
2019-01-15 05:36:34 +0700,51
2019-01-15 05:36:39 +0700,50
2019-01-15 05:36:44 +0700,50
2019-01-15 05:36:46 +0700,50
2019-01-15 05:36:50 +0700,51
2019-01-15 05:36:58 +0700,53
2019-01-15 05:37:02 +0700,53
2019-01-15 05:37:09 +0700,56
2019-01-15 05:37:14 +0700,56
2019-01-15 05:37:17 +0700,56
2019-01-15 05:37:23 +0700,55
2019-01-15 05:37:25 +0700,56
2019-01-15 05:37:30 +0700,55
2019-01-15 05:37:39 +0700,50
2019-01-15 05:37:43 +0700,50
2019-01-15 05:37:47 +0700,50
2019-01-15 05:37:54 +0700,51
2019-01-15 05:37:55 +0700,51
2019-01-15 05:38:04 +0700,52
2019-01-15 05:38:09 +0700,53
2019-01-15 05:38:14 +0700,53
2019-01-15 05:38:19 +0700,54
2019-01-15 05:38:20 +0700,53
2019-01-15 05:38:25 +0700,53
2019-01-15 05:38:31 +0700,54
2019-01-15 05:38:35 +0700,54
2019-01-15 05:38:44 +0700,52
2019-01-15 05:38:46 +0700,52
2019-01-15 05:38:53 +0700,53
2019-01-15 05:38:57 +0700,53
2019-01-15 05:39:00 +0700,54
2019-01-15 05:39:05 +0700,55
2019-01-15 05:39:14 +0700,51
2019-01-15 05:39:19 +0700,50
2019-01-15 05:39:24 +0700,50
2019-01-15 05:39:25 +0700,50
2019-01-15 05:39:31 +0700,51
2019-01-15 05:39:39 +0700,52
2019-01-15 05:39:40 +0700,53
2019-01-15 05:39:45 +0700,53
2019-01-15 05:39:52 +0700,54
2019-01-15 05:39:55 +0700,54
2019-01-15 05:40:00 +0700,55
2019-01-15 05:40:09 +0700,52
2019-01-15 05:40:14 +0700,51
2019-01-15 05:40:19 +0700,51
2019-01-15 05:40:23 +0700,50
2019-01-15 05:40:27 +0700,51
2019-01-15 05:40:33 +0700,52
2019-01-15 05:40:37 +0700,52
2019-01-15 05:40:42 +0700,51
2019-01-15 05:40:48 +0700,53
2019-01-15 05:40:50 +0700,53
2019-01-15 05:40:59 +0700,53
2019-01-15 05:41:00 +0700,53
2019-01-15 05:41:09 +0700,51
2019-01-15 05:41:13 +0700,51
2019-01-15 05:41:15 +0700,52
2019-01-15 05:41:23 +0700,52
2019-01-15 05:41:25 +0700,52
2019-01-15 05:41:32 +0700,53
2019-01-15 05:41:38 +0700,53
2019-01-15 05:41:41 +0700,53
2019-01-15 05:41:48 +0700,54
2019-01-15 05:41:50 +0700,54
2019-01-15 05:41:55 +0700,53
2019-01-15 05:42:01 +0700,54
2019-01-15 05:42:06 +0700,52
2019-01-15 05:42:14 +0700,50
2019-01-15 05:42:17 +0700,49
2019-01-15 05:42:23 +0700,51
2019-01-15 05:42:29 +0700,51
2019-01-15 05:42:30 +0700,51
2019-01-15 05:42:38 +0700,53
2019-01-15 05:42:42 +0700,53
2019-01-15 05:42:49 +0700,53
2019-01-15 05:42:50 +0700,53
2019-01-15 05:42:56 +0700,53
2019-01-15 05:43:02 +0700,53
2019-01-15 05:43:08 +0700,53
2019-01-15 05:43:13 +0700,52
2019-01-15 05:43:18 +0700,53
2019-01-15 05:43:20 +0700,53
2019-01-15 05:43:25 +0700,53
2019-01-15 05:43:31 +0700,53
2019-01-15 05:43:35 +0700,53
2019-01-15 05:43:40 +0700,53
2019-01-15 05:43:45 +0700,53
2019-01-15 05:43:50 +0700,53
2019-01-15 05:43:59 +0700,55
2019-01-15 05:44:04 +0700,55
2019-01-15 05:44:05 +0700,55
2019-01-15 05:44:14 +0700,54
2019-01-15 05:44:17 +0700,53
2019-01-15 05:44:20 +0700,54
2019-01-15 05:44:25 +0700,54
2019-01-15 05:44:34 +0700,51
2019-01-15 05:44:38 +0700,52
2019-01-15 05:44:42 +0700,51
2019-01-15 05:44:45 +0700,50
2019-01-15 05:44:50 +0700,51
2019-01-15 05:44:58 +0700,51
2019-01-15 05:45:02 +0700,51
2019-01-15 05:45:09 +0700,54
2019-01-15 05:45:13 +0700,54
2019-01-15 05:45:15 +0700,54
2019-01-15 05:45:24 +0700,56
2019-01-15 05:45:25 +0700,56
2019-01-15 05:45:34 +0700,52
2019-01-15 05:45:38 +0700,52
2019-01-15 05:45:44 +0700,52
2019-01-15 05:45:46 +0700,53
2019-01-15 05:45:54 +0700,51
2019-01-15 05:45:57 +0700,51
2019-01-15 05:46:04 +0700,52
2019-01-15 05:46:07 +0700,52
2019-01-15 05:46:11 +0700,53
2019-01-15 05:46:15 +0700,53
2019-01-15 05:46:20 +0700,55
2019-01-15 05:46:29 +0700,61
2019-01-15 05:46:30 +0700,62
2019-01-15 05:46:35 +0700,63
2019-01-15 05:46:44 +0700,77
2019-01-15 05:46:46 +0700,77
2019-01-15 05:46:50 +0700,72
2019-01-15 05:46:59 +0700,60
2019-01-15 05:47:03 +0700,58
2019-01-15 05:47:07 +0700,57
2019-01-15 05:47:14 +0700,55
2019-01-15 05:47:19 +0700,54
2019-01-15 05:47:24 +0700,54
2019-01-15 05:47:26 +0700,53
2019-01-15 05:47:33 +0700,53
2019-01-15 05:47:39 +0700,54
2019-01-15 05:47:44 +0700,54
2019-01-15 05:47:48 +0700,54
2019-01-15 05:47:52 +0700,54
2019-01-15 05:47:55 +0700,54
2019-01-15 05:48:00 +0700,56
2019-01-15 05:48:06 +0700,54
2019-01-15 05:48:14 +0700,52
2019-01-15 05:48:19 +0700,52
2019-01-15 05:48:24 +0700,53
2019-01-15 05:48:28 +0700,53
2019-01-15 05:48:32 +0700,54
2019-01-15 05:48:35 +0700,54
2019-01-15 05:48:42 +0700,54
2019-01-15 05:48:49 +0700,54
2019-01-15 05:48:53 +0700,54
2019-01-15 05:48:56 +0700,54
2019-01-15 05:49:00 +0700,54
2019-01-15 05:49:05 +0700,57
2019-01-15 05:49:14 +0700,74
2019-01-15 05:49:18 +0700,73
2019-01-15 05:49:24 +0700,63
2019-01-15 05:49:29 +0700,60
2019-01-15 05:49:33 +0700,57
2019-01-15 05:49:39 +0700,54
2019-01-15 05:49:44 +0700,54
2019-01-15 05:49:48 +0700,54
2019-01-15 05:49:50 +0700,54
2019-01-15 05:49:58 +0700,53
2019-01-15 05:50:04 +0700,53
2019-01-15 05:50:05 +0700,54
2019-01-15 05:50:10 +0700,56
2019-01-15 05:50:19 +0700,51
2019-01-15 05:50:24 +0700,51
2019-01-15 05:50:27 +0700,51
2019-01-15 05:50:32 +0700,51
2019-01-15 05:50:37 +0700,51
2019-01-15 05:50:43 +0700,52
2019-01-15 05:50:48 +0700,52
2019-01-15 05:50:52 +0700,51
2019-01-15 05:50:56 +0700,51
2019-01-15 05:51:04 +0700,52
2019-01-15 05:51:05 +0700,52
2019-01-15 05:51:13 +0700,53
2019-01-15 05:51:15 +0700,53
2019-01-15 05:51:24 +0700,51
2019-01-15 05:51:27 +0700,51
2019-01-15 05:51:30 +0700,51
2019-01-15 05:51:38 +0700,54
2019-01-15 05:51:44 +0700,52
2019-01-15 05:51:47 +0700,53
2019-01-15 05:51:51 +0700,53
2019-01-15 05:51:56 +0700,53
2019-01-15 05:52:01 +0700,53
2019-01-15 05:52:05 +0700,52
2019-01-15 05:52:11 +0700,53
2019-01-15 05:52:15 +0700,54
2019-01-15 05:52:24 +0700,71
2019-01-15 05:52:29 +0700,71
2019-01-15 05:52:31 +0700,70
2019-01-15 05:52:38 +0700,68
2019-01-15 05:52:40 +0700,70
2019-01-15 05:52:46 +0700,77
2019-01-15 05:52:54 +0700,88
2019-01-15 05:52:55 +0700,88
2019-01-15 05:53:04 +0700,70
2019-01-15 05:53:09 +0700,65
2019-01-15 05:53:12 +0700,63
2019-01-15 05:53:19 +0700,61
2019-01-15 05:53:22 +0700,61
2019-01-15 05:53:25 +0700,62
2019-01-15 05:53:34 +0700,55
2019-01-15 05:53:35 +0700,55
2019-01-15 05:53:40 +0700,60
2019-01-15 05:53:49 +0700,55
2019-01-15 05:53:52 +0700,55
2019-01-15 05:53:55 +0700,56
2019-01-15 05:54:04 +0700,52
2019-01-15 05:54:08 +0700,52
2019-01-15 05:54:14 +0700,53
2019-01-15 05:54:15 +0700,54
2019-01-15 05:54:20 +0700,54
2019-01-15 05:54:26 +0700,55
2019-01-15 05:54:33 +0700,54
2019-01-15 05:54:35 +0700,54
2019-01-15 05:54:44 +0700,58
2019-01-15 05:54:49 +0700,59
2019-01-15 05:54:51 +0700,58
2019-01-15 05:54:58 +0700,58
2019-01-15 05:55:00 +0700,58
2019-01-15 05:55:06 +0700,57
2019-01-15 05:55:14 +0700,62
2019-01-15 05:55:15 +0700,62
2019-01-15 05:55:24 +0700,55
2019-01-15 05:55:29 +0700,54
2019-01-15 05:55:34 +0700,54
2019-01-15 05:55:35 +0700,55
2019-01-15 05:55:43 +0700,60
2019-01-15 05:55:45 +0700,58
2019-01-15 05:55:54 +0700,54
2019-01-15 05:55:59 +0700,54
2019-01-15 05:56:02 +0700,55
2019-01-15 05:56:05 +0700,56
2019-01-15 05:56:10 +0700,60
2019-01-15 05:56:19 +0700,57
2019-01-15 05:56:23 +0700,58
2019-01-15 05:56:25 +0700,58
2019-01-15 05:56:33 +0700,56
2019-01-15 05:56:35 +0700,56
2019-01-15 05:56:42 +0700,58
2019-01-15 05:56:49 +0700,56
2019-01-15 05:56:52 +0700,58
2019-01-15 05:56:55 +0700,59
2019-01-15 05:57:04 +0700,54
2019-01-15 05:57:09 +0700,53
2019-01-15 05:57:10 +0700,54
2019-01-15 05:57:16 +0700,57
2019-01-15 05:57:24 +0700,55
2019-01-15 05:57:28 +0700,54
2019-01-15 05:57:34 +0700,55
2019-01-15 05:57:35 +0700,55
2019-01-15 05:57:40 +0700,55
2019-01-15 05:57:49 +0700,57
2019-01-15 05:57:53 +0700,57
2019-01-15 05:57:55 +0700,57
2019-01-15 05:58:04 +0700,53
2019-01-15 05:58:09 +0700,53
2019-01-15 05:58:12 +0700,54
2019-01-15 05:58:15 +0700,55
2019-01-15 05:58:24 +0700,57
2019-01-15 05:58:29 +0700,57
2019-01-15 05:58:31 +0700,57
2019-01-15 05:58:38 +0700,57
2019-01-15 05:58:42 +0700,57
2019-01-15 05:58:48 +0700,55
2019-01-15 05:58:50 +0700,56
2019-01-15 05:58:55 +0700,60
2019-01-15 05:59:04 +0700,55
2019-01-15 05:59:06 +0700,55
2019-01-15 05:59:14 +0700,58
2019-01-15 05:59:18 +0700,57
2019-01-15 05:59:24 +0700,54
2019-01-15 05:59:27 +0700,54
2019-01-15 05:59:33 +0700,57
2019-01-15 05:59:39 +0700,55
2019-01-15 05:59:41 +0700,55
2019-01-15 05:59:49 +0700,54
2019-01-15 05:59:53 +0700,54
2019-01-15 05:59:55 +0700,55
2019-01-15 06:00:02 +0700,62
2019-01-15 06:00:05 +0700,61
2019-01-15 06:00:10 +0700,66
2019-01-15 06:00:18 +0700,78
2019-01-15 06:00:24 +0700,83
2019-01-15 06:00:25 +0700,81
2019-01-15 06:00:34 +0700,68
2019-01-15 06:00:39 +0700,64
2019-01-15 06:00:44 +0700,63
2019-01-15 06:00:45 +0700,63
2019-01-15 06:00:54 +0700,59
2019-01-15 06:00:58 +0700,59
2019-01-15 06:01:00 +0700,59
2019-01-15 06:01:05 +0700,58
2019-01-15 06:01:14 +0700,68
2019-01-15 06:01:15 +0700,68
2019-01-15 06:01:24 +0700,58
2019-01-15 06:01:29 +0700,55
2019-01-15 06:01:34 +0700,54
2019-01-15 06:01:36 +0700,55
2019-01-15 06:01:43 +0700,57
2019-01-15 06:01:47 +0700,56
2019-01-15 06:01:53 +0700,54
2019-01-15 06:01:59 +0700,54
2019-01-15 06:02:04 +0700,54
2019-01-15 06:02:06 +0700,54
2019-01-15 06:02:11 +0700,52
2019-01-15 06:02:19 +0700,51
2019-01-15 06:02:22 +0700,51
2019-01-15 06:02:25 +0700,51
2019-01-15 06:02:31 +0700,52
2019-01-15 06:02:35 +0700,54
2019-01-15 06:02:40 +0700,56
2019-01-15 06:02:49 +0700,52
2019-01-15 06:02:54 +0700,52
2019-01-15 06:02:57 +0700,52
2019-01-15 06:03:03 +0700,51
2019-01-15 06:03:06 +0700,52
2019-01-15 06:03:12 +0700,52
2019-01-15 06:03:17 +0700,52
2019-01-15 06:03:21 +0700,53
2019-01-15 06:03:29 +0700,51
2019-01-15 06:03:31 +0700,50
2019-01-15 06:03:36 +0700,51
2019-01-15 06:03:44 +0700,52
2019-01-15 06:03:45 +0700,53
2019-01-15 06:03:54 +0700,53
2019-01-15 06:03:56 +0700,53
2019-01-15 06:04:00 +0700,53
2019-01-15 06:04:05 +0700,53
2019-01-15 06:04:12 +0700,52
2019-01-15 06:04:16 +0700,52
2019-01-15 06:04:22 +0700,51
2019-01-15 06:04:28 +0700,53
2019-01-15 06:04:31 +0700,53
2019-01-15 06:04:35 +0700,53
2019-01-15 06:04:44 +0700,51
2019-01-15 06:04:49 +0700,51
2019-01-15 06:04:54 +0700,51
2019-01-15 06:04:56 +0700,51
2019-01-15 06:05:04 +0700,53
2019-01-15 06:05:05 +0700,52
2019-01-15 06:05:13 +0700,51
2019-01-15 06:05:17 +0700,52
2019-01-15 06:05:21 +0700,53
2019-01-15 06:05:25 +0700,54
2019-01-15 06:05:31 +0700,55
2019-01-15 06:05:39 +0700,52
2019-01-15 06:05:41 +0700,51
2019-01-15 06:05:48 +0700,50
2019-01-15 06:05:54 +0700,52
2019-01-15 06:05:55 +0700,51
2019-01-15 06:06:02 +0700,49
2019-01-15 06:06:09 +0700,51
2019-01-15 06:06:14 +0700,49
2019-01-15 06:06:17 +0700,49
2019-01-15 06:06:23 +0700,49
2019-01-15 06:06:28 +0700,50
2019-01-15 06:06:31 +0700,50
2019-01-15 06:06:39 +0700,53
2019-01-15 06:06:44 +0700,53
2019-01-15 06:06:45 +0700,54
2019-01-15 06:06:52 +0700,55
2019-01-15 06:06:59 +0700,51
2019-01-15 06:07:02 +0700,52
2019-01-15 06:07:05 +0700,53
2019-01-15 06:07:10 +0700,53
2019-01-15 06:07:19 +0700,50
2019-01-15 06:07:24 +0700,51
2019-01-15 06:07:25 +0700,51
2019-01-15 06:07:34 +0700,53
2019-01-15 06:07:38 +0700,53
2019-01-15 06:07:41 +0700,53
2019-01-15 06:07:49 +0700,57
2019-01-15 06:07:50 +0700,57
2019-01-15 06:07:59 +0700,52
2019-01-15 06:08:03 +0700,52
2019-01-15 06:08:08 +0700,52
2019-01-15 06:08:12 +0700,53
2019-01-15 06:08:17 +0700,53
2019-01-15 06:08:24 +0700,53
2019-01-15 06:08:27 +0700,54
2019-01-15 06:08:33 +0700,54
2019-01-15 06:08:36 +0700,54
2019-01-15 06:08:40 +0700,55
2019-01-15 06:08:47 +0700,57
2019-01-15 06:08:50 +0700,56
2019-01-15 06:08:59 +0700,51
2019-01-15 06:09:04 +0700,51
2019-01-15 06:09:08 +0700,51
2019-01-15 06:09:11 +0700,51
2019-01-15 06:09:17 +0700,52
2019-01-15 06:09:21 +0700,52
2019-01-15 06:09:25 +0700,54
2019-01-15 06:09:33 +0700,57
2019-01-15 06:09:36 +0700,57
2019-01-15 06:09:40 +0700,57
2019-01-15 06:09:49 +0700,80
2019-01-15 06:09:54 +0700,83
2019-01-15 06:09:58 +0700,85
2019-01-15 06:10:00 +0700,85
2019-01-15 06:10:06 +0700,83
2019-01-15 06:10:11 +0700,74
2019-01-15 06:10:19 +0700,62
2019-01-15 06:10:24 +0700,61
2019-01-15 06:10:29 +0700,62
2019-01-15 06:10:31 +0700,63
2019-01-15 06:10:39 +0700,60
2019-01-15 06:10:41 +0700,60
2019-01-15 06:10:48 +0700,64
2019-01-15 06:10:50 +0700,61
2019-01-15 06:10:59 +0700,56
2019-01-15 06:11:04 +0700,55
2019-01-15 06:11:09 +0700,55
2019-01-15 06:11:12 +0700,55
2019-01-15 06:11:15 +0700,55
2019-01-15 06:11:22 +0700,57
2019-01-15 06:11:29 +0700,55
2019-01-15 06:11:33 +0700,55
2019-01-15 06:11:39 +0700,56
2019-01-15 06:11:41 +0700,56
2019-01-15 06:11:49 +0700,55
2019-01-15 06:11:53 +0700,56
2019-01-15 06:11:55 +0700,57
2019-01-15 06:12:02 +0700,63
2019-01-15 06:12:05 +0700,60
2019-01-15 06:12:14 +0700,54
2019-01-15 06:12:19 +0700,54
2019-01-15 06:12:24 +0700,54
2019-01-15 06:12:26 +0700,54
2019-01-15 06:12:33 +0700,56
2019-01-15 06:12:39 +0700,57
2019-01-15 06:12:40 +0700,57
2019-01-15 06:12:45 +0700,56
2019-01-15 06:12:54 +0700,71
2019-01-15 06:12:58 +0700,71
2019-01-15 06:13:00 +0700,70
2019-01-15 06:13:05 +0700,63
2019-01-15 06:13:14 +0700,55
2019-01-15 06:13:19 +0700,54
2019-01-15 06:13:24 +0700,55
2019-01-15 06:13:25 +0700,55
2019-01-15 06:13:34 +0700,53
2019-01-15 06:13:35 +0700,53
2019-01-15 06:13:43 +0700,53
2019-01-15 06:13:45 +0700,53
2019-01-15 06:13:53 +0700,53
2019-01-15 06:13:55 +0700,54
2019-01-15 06:14:02 +0700,55
2019-01-15 06:14:05 +0700,55
2019-01-15 06:14:14 +0700,53
2019-01-15 06:14:19 +0700,53
2019-01-15 06:14:22 +0700,52
2019-01-15 06:14:29 +0700,52
2019-01-15 06:14:30 +0700,53
2019-01-15 06:14:35 +0700,53
2019-01-15 06:14:43 +0700,52
2019-01-15 06:14:48 +0700,52
2019-01-15 06:14:50 +0700,52
2019-01-15 06:14:55 +0700,54
2019-01-15 06:15:02 +0700,53
2019-01-15 06:15:09 +0700,52
2019-01-15 06:15:10 +0700,52
2019-01-15 06:15:19 +0700,54
2019-01-15 06:15:24 +0700,54
2019-01-15 06:15:27 +0700,54
2019-01-15 06:15:32 +0700,53
2019-01-15 06:15:38 +0700,53
2019-01-15 06:15:43 +0700,53
2019-01-15 06:15:49 +0700,54
2019-01-15 06:15:50 +0700,54
2019-01-15 06:15:58 +0700,55
2019-01-15 06:16:00 +0700,55
2019-01-15 06:16:09 +0700,52
